TransactionID,TransactionAmount,TransactionHour,DayOfWeek,UserAge,UserLocation,DeviceType,PaymentMethod,AccountAge,TransactionFrequency,IsInternational,PreviousFraudHistory,IsFraud
TXN040360,94.95,8,1,67,US,Mobile,PayPal,1271,6,1,0,0
TXN040361,125.76,19,0,72,IN,Desktop,Credit Card,1506,1,0,0,0
TXN040362,56.23,18,4,21,FR,Mobile,Debit Card,2050,3,1,0,0
TXN040363,73.48,10,2,45,RU,Mobile,Debit Card,143,3,0,0,0
TXN040364,82.04,14,0,59,BR,Mobile,Debit Card,1819,4,1,0,0
TXN040365,119.68,11,0,20,BR,Mobile,Credit Card,1953,3,0,0,0
TXN040366,81.56,18,1,18,VN,Desktop,Credit Card,1157,4,1,0,0
TXN040367,523.08,15,2,35,VN,Mobile,Debit Card,3153,2,0,0,0
TXN040368,137.2,17,6,24,DE,Mobile,Debit Card,2246,8,0,0,0
TXN040369,1246.74,13,2,62,FR,Tablet,Bank Transfer,3193,5,0,0,0
TXN040370,55.06,10,3,70,IN,Desktop,PayPal,256,4,0,0,0
TXN040371,70.8,7,6,18,IN,Desktop,Credit Card,1015,6,0,0,0
TXN040372,285.28,12,4,54,BR,Mobile,PayPal,3354,6,0,1,0
TXN040373,153.08,8,4,74,RU,Desktop,Credit Card,3433,4,0,0,0
TXN040374,44.18,12,3,49,NG,Mobile,Credit Card,1183,2,0,1,0
TXN040375,259.26,9,3,18,VN,Desktop,Debit Card,221,2,0,0,0
TXN040376,31.94,16,0,33,NG,Desktop,Debit Card,2195,5,1,0,0
TXN040377,278.64,11,5,34,CN,Desktop,Debit Card,3501,4,0,0,0
TXN040378,38.22,13,5,23,UK,Mobile,Debit Card,115,6,1,0,0
TXN040379,63.21,13,5,48,CN,Desktop,Debit Card,924,4,0,0,0
TXN040380,38.31,18,4,62,UK,Tablet,Crypto,1219,3,0,0,0
TXN040381,97.45,15,0,67,US,Mobile,Credit Card,1251,4,0,0,0
TXN040382,509.31,4,2,39,IN,Mobile,Crypto,63,10,0,0,1
TXN040383,199.92,21,1,46,VN,Desktop,Credit Card,3001,4,0,0,0
TXN040384,93.11,19,1,31,DE,Desktop,Debit Card,3612,1,0,0,0
TXN040385,240.79,7,0,36,DE,Mobile,Debit Card,1978,3,0,0,0
TXN040386,167.17,14,1,66,VN,Mobile,PayPal,2182,2,0,0,0
TXN040387,41.84,19,4,53,BR,Mobile,Debit Card,3063,1,0,0,0
TXN040388,113.75,8,6,46,RU,Tablet,Bank Transfer,3262,5,0,0,0
TXN040389,96.48,8,0,69,RU,Tablet,PayPal,863,3,0,0,0
TXN040390,1420.66,2,5,32,CN,Desktop,Credit Card,35,16,1,1,1
TXN040391,113.1,20,4,58,BR,Mobile,Debit Card,3501,1,0,0,0
TXN040392,82.57,14,2,35,BR,Mobile,Credit Card,3631,2,0,0,0
TXN040393,159.92,15,2,66,VN,Mobile,Bank Transfer,2084,5,0,0,0
TXN040394,323.68,11,5,71,VN,Desktop,PayPal,2700,2,0,0,0
TXN040395,222.14,17,6,23,BR,Desktop,Credit Card,1499,1,1,0,0
TXN040396,86.67,11,1,24,UK,Mobile,PayPal,965,4,0,0,0
TXN040397,41.55,11,5,52,VN,Mobile,PayPal,2095,1,0,0,0
TXN040398,4559.97,22,2,34,VN,Mobile,Debit Card,107,14,0,0,1
TXN040399,82.09,17,4,38,IN,Mobile,Credit Card,2309,4,0,0,0
TXN040400,852.91,14,4,36,IN,Desktop,Debit Card,2585,4,0,0,0
TXN040401,258.6,18,5,45,BR,Mobile,PayPal,2384,2,0,0,0
TXN040402,194.13,20,5,37,IN,Desktop,Credit Card,2588,4,0,0,0
TXN040403,598.97,20,0,27,BR,Desktop,Debit Card,1186,5,0,0,0
TXN040404,154.48,9,2,31,FR,Mobile,Debit Card,620,1,0,0,0
TXN040405,55.83,17,0,64,DE,Desktop,Credit Card,1866,4,0,0,0
TXN040406,457.88,17,6,65,RU,Desktop,Debit Card,159,4,0,0,0
TXN040407,330.09,19,4,24,FR,Desktop,Bank Transfer,1475,1,0,0,0
TXN040408,149.38,16,1,43,US,Mobile,Debit Card,392,2,1,0,0
TXN040409,17.88,11,0,72,US,Mobile,Credit Card,1817,4,0,0,0
TXN040410,111.6,17,1,61,DE,Desktop,Debit Card,373,2,0,0,0
TXN040411,238.75,10,3,36,IN,Desktop,Credit Card,447,3,1,0,0
TXN040412,22.52,18,3,68,VN,Mobile,Bank Transfer,3213,3,0,0,0
TXN040413,266.34,7,3,23,IN,Mobile,Credit Card,2132,6,0,0,0
TXN040414,47.37,10,1,56,NG,Mobile,Debit Card,899,3,1,0,0
TXN040415,35.58,16,6,62,NG,Mobile,Crypto,420,1,1,0,0
TXN040416,199.85,17,3,31,VN,Mobile,Credit Card,1838,3,0,1,0
TXN040417,747.18,21,5,23,DE,Mobile,Debit Card,594,2,0,0,0
TXN040418,93.2,7,0,45,UK,Mobile,Credit Card,1650,2,0,0,0
TXN040419,24.9,15,6,59,NG,Desktop,PayPal,1436,1,1,0,0
TXN040420,203.56,14,2,49,US,Mobile,Debit Card,3445,4,0,1,0
TXN040421,394.24,10,1,44,UK,Mobile,Debit Card,2827,2,0,0,0
TXN040422,21.22,18,2,52,VN,Mobile,Debit Card,789,6,0,0,0
TXN040423,163.68,16,6,71,UK,Mobile,Bank Transfer,397,3,0,0,0
TXN040424,19.78,11,5,33,US,Desktop,Credit Card,3372,3,0,0,0
TXN040425,1605.46,14,6,21,CN,Mobile,Debit Card,2220,3,0,0,0
TXN040426,42.4,16,3,36,UK,Tablet,Debit Card,1859,2,0,0,0
TXN040427,39.34,8,3,67,US,Mobile,Crypto,1880,6,0,0,0
TXN040428,121.13,20,0,25,FR,Mobile,Credit Card,2519,4,0,0,0
TXN040429,564.58,9,2,51,UK,Tablet,PayPal,1922,1,0,0,0
TXN040430,444.51,18,2,54,US,Mobile,PayPal,950,3,0,0,0
TXN040431,163.83,14,1,19,BR,Mobile,Bank Transfer,2122,1,0,0,0
TXN040432,53.89,19,0,34,NG,Mobile,Debit Card,2637,1,0,0,0
TXN040433,68.69,18,1,21,IN,Mobile,Credit Card,434,4,0,0,0
TXN040434,174.95,8,0,24,VN,Desktop,Debit Card,2318,6,0,0,0
TXN040435,65.12,19,2,31,VN,Mobile,Credit Card,1133,2,0,0,0
TXN040436,347.81,7,4,45,IN,Desktop,Debit Card,2707,1,0,0,0
TXN040437,98.3,16,2,22,CN,Mobile,Credit Card,3464,3,0,0,0
TXN040438,609.81,19,3,19,RU,Mobile,Bank Transfer,3449,1,0,0,0
TXN040439,134.23,8,0,19,UK,Desktop,PayPal,3381,4,0,0,0
TXN040440,133.81,18,1,51,IN,Tablet,Debit Card,1792,2,0,0,0
TXN040441,172.42,11,4,47,IN,Mobile,Debit Card,640,4,0,0,0
TXN040442,77.75,7,2,53,RU,Desktop,Credit Card,2420,5,0,0,0
TXN040443,73.75,7,1,19,IN,Tablet,Credit Card,3565,6,0,0,0
TXN040444,31.07,21,6,56,RU,Mobile,Bank Transfer,3591,2,0,0,0
TXN040445,83.26,15,6,74,CN,Mobile,Bank Transfer,181,1,0,0,0
TXN040446,121.69,14,3,57,BR,Desktop,Bank Transfer,58,4,0,0,0
TXN040447,61.39,9,6,57,VN,Mobile,Credit Card,2199,1,0,0,0
TXN040448,164.72,17,3,29,CN,Desktop,Debit Card,3582,2,0,0,0
TXN040449,46.16,21,3,43,NG,Desktop,PayPal,3604,3,0,0,0
TXN040450,29.12,14,3,66,BR,Mobile,Bank Transfer,765,4,0,0,0
TXN040451,77.21,8,5,58,US,Mobile,Debit Card,1051,1,0,0,0
TXN040452,72.73,19,5,73,RU,Mobile,Credit Card,3150,3,0,0,0
TXN040453,974.81,16,6,58,CN,Desktop,Debit Card,2736,2,0,0,0
TXN040454,128.5,12,6,52,CN,Tablet,Debit Card,2485,6,0,0,0
TXN040455,22.44,9,5,42,CN,Mobile,Debit Card,646,1,1,0,0
TXN040456,236.91,21,4,66,NG,Tablet,Debit Card,3212,5,0,0,0
TXN040457,41.95,14,6,25,IN,Tablet,PayPal,3528,5,1,0,0
TXN040458,113.7,18,5,53,US,Desktop,Debit Card,1937,5,0,0,0
TXN040459,23.73,19,5,59,RU,Mobile,Credit Card,2184,2,0,0,0
TXN040460,728.96,15,0,35,NG,Mobile,PayPal,887,3,0,0,0
TXN040461,109.8,16,4,45,BR,Desktop,Bank Transfer,1147,2,0,0,0
TXN040462,143.62,19,1,27,RU,Desktop,Debit Card,1257,2,1,0,0
TXN040463,56.4,10,1,68,DE,Mobile,Crypto,1273,2,0,0,0
TXN040464,330.39,20,2,29,US,Mobile,Credit Card,2452,3,0,0,0
TXN040465,158.53,19,5,20,RU,Mobile,Debit Card,1363,4,0,0,0
TXN040466,74.0,9,6,71,NG,Mobile,Debit Card,2833,2,0,0,0
TXN040467,135.51,15,2,25,FR,Mobile,Credit Card,132,4,0,0,0
TXN040468,165.41,14,1,30,NG,Mobile,Credit Card,34,4,0,0,0
TXN040469,99.31,8,5,70,VN,Mobile,Crypto,579,2,0,0,0
TXN040470,123.96,11,0,44,RU,Desktop,Debit Card,3472,1,0,0,0
TXN040471,149.56,18,6,62,UK,Mobile,PayPal,2249,4,0,0,0
TXN040472,352.68,14,6,43,IN,Mobile,Debit Card,1327,2,0,0,0
TXN040473,158.54,8,1,28,DE,Mobile,Bank Transfer,2444,3,1,0,0
TXN040474,82.45,16,4,63,US,Desktop,Debit Card,945,5,0,0,0
TXN040475,30.31,9,0,61,US,Desktop,Crypto,806,6,0,0,0
TXN040476,57.87,15,4,50,UK,Mobile,Debit Card,2311,3,0,0,0
TXN040477,63.73,14,1,44,IN,Mobile,Debit Card,3519,1,0,0,0
TXN040478,72.38,16,4,74,RU,Desktop,Credit Card,3647,4,0,0,0
TXN040479,13.53,8,4,26,US,Mobile,Credit Card,2220,2,0,0,0
TXN040480,387.67,17,5,58,IN,Desktop,PayPal,1044,1,0,0,0
TXN040481,130.44,18,3,20,FR,Mobile,PayPal,744,2,0,0,0
TXN040482,108.27,21,4,22,FR,Desktop,Debit Card,1163,7,0,0,0
TXN040483,127.01,12,4,47,FR,Mobile,Debit Card,2662,2,0,0,0
TXN040484,509.28,9,4,37,US,Mobile,Debit Card,3234,1,0,0,0
TXN040485,98.25,8,6,48,DE,Desktop,Credit Card,1603,6,0,0,0
TXN040486,351.42,9,4,22,CN,Mobile,Debit Card,2100,6,0,0,0
TXN040487,103.94,13,0,39,DE,Mobile,Debit Card,790,5,0,0,0
TXN040488,50.08,13,5,55,IN,Mobile,Bank Transfer,1768,1,1,0,0
TXN040489,125.78,16,3,73,UK,Desktop,Credit Card,837,2,0,0,0
TXN040490,49.39,16,4,57,US,Mobile,Debit Card,786,1,0,0,0
TXN040491,256.95,10,3,65,NG,Mobile,Debit Card,2977,3,0,0,0
TXN040492,48.9,21,3,28,NG,Desktop,PayPal,1345,2,1,0,0
TXN040493,605.34,7,5,66,VN,Mobile,Debit Card,3174,1,0,0,0
TXN040494,90.09,7,5,44,CN,Mobile,Debit Card,3024,3,0,0,0
TXN040495,23.88,10,0,18,FR,Mobile,PayPal,355,2,0,0,0
TXN040496,251.11,8,0,57,BR,Desktop,PayPal,1348,2,0,0,0
TXN040497,45.87,20,3,57,RU,Mobile,Debit Card,93,3,0,0,0
TXN040498,112.78,20,1,66,BR,Mobile,PayPal,2877,4,0,0,0
TXN040499,116.9,16,1,25,UK,Mobile,Debit Card,585,4,0,0,0
TXN040500,112.39,12,1,33,BR,Mobile,Bank Transfer,2743,5,1,0,0
TXN040501,21.09,16,2,55,FR,Mobile,PayPal,3009,3,0,0,0
TXN040502,68.29,11,2,40,DE,Desktop,PayPal,482,1,1,0,0
TXN040503,29.78,12,5,38,UK,Tablet,Credit Card,2587,1,0,0,0
TXN040504,537.87,19,6,24,NG,Desktop,Bank Transfer,1788,3,0,0,0
TXN040505,111.99,8,5,21,RU,Tablet,Bank Transfer,1957,3,0,0,0
TXN040506,36.85,16,0,19,IN,Mobile,Crypto,3493,1,0,0,0
TXN040507,393.47,21,0,36,RU,Mobile,Debit Card,1827,1,1,0,0
TXN040508,886.82,2,0,23,FR,Mobile,Debit Card,87,13,0,0,1
TXN040509,82.97,16,5,57,NG,Mobile,Debit Card,1028,1,0,0,0
TXN040510,136.5,20,1,59,US,Mobile,PayPal,2969,3,0,0,0
TXN040511,104.44,11,4,46,VN,Desktop,PayPal,1735,3,0,0,0
TXN040512,135.22,9,2,72,DE,Mobile,Credit Card,2153,4,0,0,0
TXN040513,39.97,14,3,32,NG,Mobile,Debit Card,219,1,0,0,0
TXN040514,187.66,17,6,62,RU,Mobile,PayPal,650,2,0,0,0
TXN040515,212.17,12,6,68,RU,Mobile,Debit Card,2633,5,1,0,0
TXN040516,274.03,12,5,48,UK,Desktop,Credit Card,3516,3,0,0,0
TXN040517,173.44,21,0,58,NG,Desktop,Debit Card,939,6,0,0,0
TXN040518,110.65,18,4,72,FR,Desktop,Debit Card,307,2,1,0,0
TXN040519,157.08,8,3,35,NG,Mobile,Debit Card,2616,5,0,0,0
TXN040520,50.01,16,2,29,NG,Mobile,Credit Card,1395,4,0,0,0
TXN040521,45.82,20,4,37,CN,Mobile,PayPal,3483,2,0,0,0
TXN040522,65.93,21,1,61,VN,Mobile,Credit Card,3426,2,0,0,0
TXN040523,181.57,7,4,20,UK,Desktop,Debit Card,395,4,0,0,0
TXN040524,39.59,12,6,28,CN,Mobile,Debit Card,502,3,0,0,0
TXN040525,118.17,13,5,70,DE,Mobile,Crypto,2183,5,0,0,0
TXN040526,60.99,13,3,32,FR,Desktop,Credit Card,3631,1,0,0,0
TXN040527,134.31,18,2,50,US,Desktop,Credit Card,2911,3,0,0,0
TXN040528,98.02,14,6,70,DE,Tablet,Debit Card,1913,6,1,0,0
TXN040529,270.64,20,0,53,IN,Mobile,Debit Card,563,5,0,0,0
TXN040530,78.78,17,3,44,US,Mobile,Crypto,743,1,0,0,0
TXN040531,90.73,19,3,49,UK,Desktop,Credit Card,439,3,0,0,0
TXN040532,375.8,9,0,71,DE,Desktop,Credit Card,2140,3,1,0,0
TXN040533,114.83,16,0,60,CN,Mobile,Debit Card,1966,4,0,0,0
TXN040534,88.17,20,6,21,US,Mobile,Debit Card,2621,5,0,0,0
TXN040535,349.47,16,5,19,NG,Tablet,PayPal,1146,3,0,0,0
TXN040536,221.21,11,1,68,UK,Mobile,Debit Card,1409,5,0,0,0
TXN040537,37.96,18,0,38,VN,Mobile,Debit Card,2261,3,0,0,0
TXN040538,65.53,12,3,65,CN,Mobile,Credit Card,3582,2,0,0,0
TXN040539,86.67,20,3,49,VN,Mobile,Debit Card,3594,4,0,0,0
TXN040540,108.81,12,6,70,DE,Desktop,Debit Card,1553,6,0,0,0
TXN040541,149.62,13,0,74,CN,Mobile,Debit Card,433,4,0,0,0
TXN040542,50.75,16,4,25,US,Mobile,Credit Card,2992,3,0,0,0
TXN040543,65.07,14,6,62,NG,Tablet,PayPal,707,2,1,0,0
TXN040544,215.43,18,6,36,US,Mobile,Debit Card,87,3,0,0,0
TXN040545,106.79,9,0,64,UK,Desktop,PayPal,3151,1,0,0,0
TXN040546,4964.3,2,5,32,RU,Mobile,Debit Card,146,10,1,1,1
TXN040547,142.91,7,5,24,DE,Mobile,Bank Transfer,2716,1,0,0,0
TXN040548,217.87,10,3,45,VN,Tablet,Debit Card,3051,2,0,0,0
TXN040549,113.6,11,0,50,UK,Desktop,PayPal,2724,6,1,0,0
TXN040550,433.62,16,3,41,CN,Desktop,PayPal,167,1,0,0,0
TXN040551,196.0,19,1,36,VN,Desktop,Bank Transfer,653,3,0,0,0
TXN040552,88.54,18,1,38,UK,Desktop,Credit Card,1730,3,0,0,0
TXN040553,155.01,21,3,51,BR,Mobile,Debit Card,197,4,1,0,0
TXN040554,101.17,20,1,20,US,Mobile,Credit Card,904,2,0,0,0
TXN040555,131.83,18,1,44,CN,Mobile,PayPal,3058,5,0,0,0
TXN040556,127.16,14,0,38,US,Desktop,Debit Card,1763,1,0,0,0
TXN040557,540.93,9,6,62,US,Mobile,Debit Card,1048,1,0,0,0
TXN040558,651.4,1,3,27,VN,Desktop,Credit Card,86,16,0,0,1
TXN040559,914.58,11,3,54,UK,Desktop,Debit Card,2476,3,0,0,0
TXN040560,14.24,20,3,32,US,Desktop,Credit Card,3130,2,0,0,0
TXN040561,49.94,9,5,65,BR,Tablet,Credit Card,1703,5,0,0,0
TXN040562,71.71,19,4,46,UK,Tablet,Debit Card,1281,4,1,0,0
TXN040563,54.97,9,0,24,VN,Tablet,Credit Card,1269,3,1,0,0
TXN040564,43.58,19,4,34,DE,Mobile,Debit Card,198,2,0,0,0
TXN040565,82.2,9,0,73,RU,Desktop,Credit Card,1954,4,0,0,0
TXN040566,179.31,15,6,71,DE,Desktop,Debit Card,2808,1,0,0,0
TXN040567,111.76,10,2,25,UK,Mobile,Credit Card,3345,2,0,0,0
TXN040568,89.46,7,0,68,UK,Mobile,Credit Card,706,1,0,0,0
TXN040569,343.91,4,3,33,CN,Mobile,Credit Card,103,14,0,0,1
TXN040570,47.32,16,1,27,UK,Mobile,Credit Card,312,3,1,0,0
TXN040571,90.06,9,3,59,UK,Mobile,Debit Card,172,2,0,0,0
TXN040572,175.44,16,4,43,US,Desktop,Credit Card,2165,4,0,0,0
TXN040573,631.64,21,5,73,IN,Desktop,Bank Transfer,2240,3,0,0,0
TXN040574,254.21,14,0,26,IN,Tablet,PayPal,1165,3,0,0,0
TXN040575,112.44,15,3,25,DE,Desktop,Credit Card,2557,7,1,0,0
TXN040576,67.04,9,5,55,BR,Tablet,Debit Card,2696,6,1,0,0
TXN040577,219.68,14,1,52,NG,Desktop,PayPal,3025,5,1,0,0
TXN040578,143.81,10,6,41,DE,Mobile,Bank Transfer,3581,2,0,0,0
TXN040579,597.3,14,6,71,VN,Mobile,PayPal,185,2,0,0,0
TXN040580,344.13,17,6,68,FR,Mobile,Credit Card,567,4,0,0,0
TXN040581,430.0,17,1,34,RU,Mobile,Debit Card,2555,3,0,0,0
TXN040582,74.68,7,2,53,FR,Mobile,Credit Card,351,2,0,0,0
TXN040583,155.38,14,6,44,NG,Mobile,Bank Transfer,646,3,0,0,0
TXN040584,224.77,12,6,34,UK,Desktop,Debit Card,2098,3,1,0,0
TXN040585,435.11,16,3,57,CN,Desktop,Bank Transfer,3460,1,0,0,0
TXN040586,464.37,8,5,22,NG,Desktop,Debit Card,635,1,0,0,0
TXN040587,97.85,10,2,38,UK,Desktop,Debit Card,1410,6,0,0,0
TXN040588,31.8,17,0,42,RU,Desktop,Debit Card,1513,3,0,0,0
TXN040589,643.12,20,6,73,FR,Mobile,PayPal,576,6,0,0,0
TXN040590,393.58,21,0,58,NG,Mobile,Debit Card,3023,6,0,0,0
TXN040591,13.86,17,6,19,VN,Mobile,PayPal,1551,5,0,0,0
TXN040592,390.29,14,4,29,CN,Mobile,Debit Card,654,4,0,0,0
TXN040593,100.45,17,5,73,NG,Tablet,Debit Card,2441,4,0,0,0
TXN040594,123.4,15,5,35,IN,Tablet,PayPal,3596,2,0,0,0
TXN040595,95.5,21,2,64,RU,Tablet,Bank Transfer,1545,3,0,1,0
TXN040596,249.39,20,4,49,UK,Mobile,Bank Transfer,434,2,0,0,0
TXN040597,96.21,16,4,73,BR,Mobile,Credit Card,940,1,1,0,0
TXN040598,234.14,10,2,41,CN,Mobile,Debit Card,2439,1,0,0,0
TXN040599,31.14,8,0,59,DE,Desktop,Debit Card,1930,1,0,0,0
TXN040600,28.26,11,1,66,UK,Mobile,PayPal,2428,6,0,0,0
TXN040601,64.04,13,2,40,RU,Tablet,Credit Card,2075,4,0,0,0
TXN040602,88.6,10,3,42,CN,Mobile,PayPal,923,4,0,0,0
TXN040603,70.94,11,0,66,DE,Mobile,Bank Transfer,720,2,0,0,0
TXN040604,41.57,11,6,64,VN,Desktop,Debit Card,2884,6,0,0,0
TXN040605,13.25,14,2,56,RU,Mobile,PayPal,3300,4,0,0,0
TXN040606,65.03,8,5,49,US,Tablet,Credit Card,2205,1,0,0,0
TXN040607,330.41,15,1,69,BR,Desktop,Debit Card,1605,4,0,0,0
TXN040608,350.51,18,4,21,DE,Desktop,Debit Card,729,2,0,0,0
TXN040609,93.65,10,0,23,US,Mobile,Credit Card,787,4,0,0,0
TXN040610,38.46,7,0,22,BR,Mobile,Bank Transfer,1412,1,0,0,0
TXN040611,82.84,8,1,33,NG,Tablet,PayPal,1286,2,0,0,0
TXN040612,58.0,7,3,24,DE,Desktop,Debit Card,1848,1,0,1,0
TXN040613,106.73,12,3,58,UK,Desktop,Debit Card,217,2,0,0,0
TXN040614,53.49,9,0,19,IN,Tablet,Debit Card,2432,2,0,0,0
TXN040615,106.32,20,5,72,VN,Mobile,Credit Card,1664,3,0,0,0
TXN040616,150.17,18,6,36,RU,Mobile,Debit Card,2413,6,0,0,0
TXN040617,198.34,16,5,22,CN,Mobile,Credit Card,3156,2,0,0,0
TXN040618,138.19,11,1,21,US,Mobile,Debit Card,3640,7,0,0,0
TXN040619,184.32,14,6,63,US,Mobile,Debit Card,1761,2,0,0,0
TXN040620,48.26,20,6,43,BR,Desktop,Credit Card,1762,1,0,0,0
TXN040621,23.99,15,1,60,VN,Mobile,PayPal,2522,1,1,0,0
TXN040622,148.29,7,2,33,VN,Desktop,Debit Card,2524,4,1,0,0
TXN040623,150.84,10,4,60,BR,Desktop,Debit Card,945,4,0,0,0
TXN040624,26.73,18,2,45,VN,Desktop,Debit Card,3206,2,0,0,0
TXN040625,381.91,16,6,40,UK,Desktop,Credit Card,290,1,0,0,0
TXN040626,53.5,16,6,55,RU,Desktop,PayPal,2325,3,0,0,0
TXN040627,146.81,14,1,32,NG,Mobile,Debit Card,671,1,0,0,0
TXN040628,209.61,15,6,27,NG,Desktop,Debit Card,46,1,0,1,0
TXN040629,247.24,10,5,58,NG,Tablet,PayPal,1737,5,0,0,0
TXN040630,79.94,21,5,67,UK,Desktop,Credit Card,1889,4,1,0,0
TXN040631,930.49,17,0,46,BR,Desktop,PayPal,3077,6,0,0,0
TXN040632,210.36,11,4,71,RU,Mobile,Bank Transfer,3069,5,0,0,0
TXN040633,123.68,7,2,31,US,Desktop,Debit Card,3125,1,0,0,0
TXN040634,115.16,7,5,56,US,Desktop,PayPal,846,4,1,0,0
TXN040635,759.57,18,5,31,VN,Desktop,Debit Card,3511,4,0,0,0
TXN040636,38.65,10,3,32,US,Mobile,Debit Card,2863,4,0,0,0
TXN040637,20.68,9,4,36,IN,Tablet,Credit Card,2215,6,0,0,0
TXN040638,847.9,11,3,52,DE,Mobile,Bank Transfer,1085,2,0,0,0
TXN040639,56.82,20,3,67,VN,Mobile,Debit Card,2696,4,0,0,0
TXN040640,50.17,15,3,63,RU,Desktop,Credit Card,860,2,0,0,0
TXN040641,37.65,9,2,28,US,Tablet,Debit Card,1162,2,0,0,0
TXN040642,62.66,8,5,48,DE,Mobile,Debit Card,1670,2,0,0,0
TXN040643,49.19,15,6,33,US,Mobile,Credit Card,420,1,0,0,0
TXN040644,60.25,21,5,47,NG,Mobile,Credit Card,1582,4,1,0,0
TXN040645,122.77,15,0,43,US,Mobile,Credit Card,2699,3,0,0,0
TXN040646,43.92,9,4,60,NG,Mobile,Credit Card,1496,5,1,0,0
TXN040647,43.99,7,0,48,NG,Mobile,Credit Card,2698,4,0,0,0
TXN040648,6.96,17,6,61,IN,Mobile,Debit Card,2832,2,0,0,0
TXN040649,48.52,11,4,29,IN,Mobile,Crypto,1788,1,0,0,0
TXN040650,233.91,10,5,37,FR,Tablet,Debit Card,2459,1,0,0,0
TXN040651,64.61,18,0,55,FR,Mobile,Debit Card,705,6,0,0,0
TXN040652,144.74,18,4,63,NG,Desktop,PayPal,683,4,0,0,0
TXN040653,83.74,13,0,73,FR,Desktop,Credit Card,43,10,1,0,0
TXN040654,32.45,9,0,28,UK,Mobile,Credit Card,704,2,0,0,0
TXN040655,252.49,19,4,58,US,Mobile,PayPal,2028,2,0,0,0
TXN040656,266.3,7,1,38,CN,Mobile,Debit Card,2490,1,1,0,0
TXN040657,102.15,11,5,22,NG,Mobile,Credit Card,2355,3,0,0,0
TXN040658,114.65,15,0,18,IN,Tablet,PayPal,3471,4,0,0,0
TXN040659,81.35,21,6,42,FR,Mobile,Credit Card,2224,1,0,0,0
TXN040660,288.85,9,4,54,FR,Desktop,PayPal,2663,2,0,0,0
TXN040661,167.25,12,3,45,DE,Desktop,Debit Card,3582,3,0,0,0
TXN040662,351.54,17,1,74,BR,Tablet,Credit Card,2117,2,0,0,0
TXN040663,34.65,9,1,37,CN,Mobile,Credit Card,749,1,0,0,0
TXN040664,434.71,8,0,71,IN,Tablet,Credit Card,404,3,0,0,0
TXN040665,46.42,20,1,61,US,Mobile,Credit Card,602,3,0,0,0
TXN040666,311.51,18,4,24,BR,Mobile,PayPal,2046,1,0,0,0
TXN040667,67.52,13,1,31,DE,Mobile,Debit Card,1606,1,0,0,0
TXN040668,28.33,15,5,45,UK,Desktop,PayPal,2834,3,0,0,0
TXN040669,716.76,11,6,65,NG,Desktop,Credit Card,54,1,1,0,0
TXN040670,126.26,16,1,44,FR,Desktop,Credit Card,635,4,1,0,0
TXN040671,71.57,16,2,66,BR,Mobile,Crypto,3030,5,0,0,0
TXN040672,361.16,19,6,24,BR,Desktop,Credit Card,1507,4,0,0,0
TXN040673,93.08,17,2,49,NG,Tablet,PayPal,3417,3,0,0,0
TXN040674,78.44,7,1,52,IN,Mobile,PayPal,1005,3,0,0,0
TXN040675,487.71,8,6,72,UK,Desktop,Credit Card,382,1,0,0,0
TXN040676,12.08,7,4,32,DE,Mobile,Debit Card,2458,1,0,0,0
TXN040677,15.95,9,6,57,DE,Mobile,Crypto,441,5,0,0,0
TXN040678,25.2,18,1,66,RU,Mobile,PayPal,507,2,1,0,0
TXN040679,257.86,14,4,38,VN,Desktop,Debit Card,2645,4,0,0,0
TXN040680,94.11,9,0,62,FR,Desktop,Credit Card,145,3,1,0,0
TXN040681,41.34,22,0,41,US,Desktop,Debit Card,179,5,1,0,1
TXN040682,78.19,18,5,40,NG,Mobile,Debit Card,1893,2,0,0,0
TXN040683,487.8,15,2,44,UK,Desktop,PayPal,2828,4,0,0,0
TXN040684,65.3,15,2,22,NG,Mobile,Credit Card,2240,3,0,0,0
TXN040685,121.78,7,3,51,FR,Tablet,Crypto,633,3,0,0,0
TXN040686,7.44,12,6,24,NG,Tablet,Credit Card,1801,2,0,0,0
TXN040687,88.3,21,1,22,US,Mobile,Debit Card,864,3,0,0,0
TXN040688,229.93,17,4,29,UK,Desktop,Bank Transfer,1392,4,0,0,0
TXN040689,236.54,14,4,24,DE,Desktop,Credit Card,851,2,0,0,0
TXN040690,798.31,16,1,18,US,Mobile,Crypto,193,1,1,0,0
TXN040691,319.76,21,6,26,US,Desktop,PayPal,2875,4,0,0,0
TXN040692,55.21,10,1,23,CN,Mobile,Debit Card,1492,1,0,0,0
TXN040693,87.17,8,3,29,RU,Mobile,Debit Card,1840,4,1,0,0
TXN040694,399.23,13,1,35,NG,Tablet,Bank Transfer,208,1,0,0,0
TXN040695,146.1,17,0,35,VN,Mobile,Debit Card,1009,4,0,0,0
TXN040696,2058.31,5,3,24,BR,Mobile,PayPal,83,14,1,0,1
TXN040697,273.25,7,4,40,VN,Tablet,Credit Card,3230,1,0,0,0
TXN040698,239.39,16,2,41,US,Mobile,Bank Transfer,3595,5,0,0,0
TXN040699,216.59,18,4,58,CN,Mobile,Bank Transfer,700,2,0,0,0
TXN040700,71.92,8,6,33,DE,Mobile,Crypto,2702,1,0,0,0
TXN040701,290.95,17,3,56,CN,Tablet,Debit Card,967,5,0,0,0
TXN040702,53.05,18,3,48,US,Desktop,Bank Transfer,2335,3,0,0,0
